D:/ML/Databases/Birds_dB/Images/background/Ex787.jpg,1
D:/ML/Databases/Birds_dB/Images/american_goldfinch_breeding_male/Ex19.jpg,0
D:/ML/Databases/Birds_dB/Images/northern_cardinal_adult_male/Ex191.jpg,5
D:/ML/Databases/Birds_dB/Images/house_sparrow_female_juvenile/Ex36.jpg,3
D:/ML/Databases/Birds_dB/Images/northern_cardinal_adult_male/Ex393.jpg,5
D:/ML/Databases/Birds_dB/Images/squirrel/Ex292.jpg,6
D:/ML/Databases/Birds_dB/Images/american_goldfinch_breeding_male/Ex401.jpg,0
D:/ML/Databases/Birds_dB/Images/background/Ex1015.jpg,1
D:/ML/Databases/Birds_dB/Images/house_sparrow_male/Ex172.jpg,4
D:/ML/Databases/Birds_dB/Images/black_capped_chickadee/Ex41.jpg,2
D:/ML/Databases/Birds_dB/Images/background/Ex772.jpg,1
D:/ML/Databases/Birds_dB/Images/american_goldfinch_breeding_male/Ex12.jpg,0
D:/ML/Databases/Birds_dB/Images/squirrel/Ex101.jpg,6
D:/ML/Databases/Birds_dB/Images/background/Ex254.jpg,1
D:/ML/Databases/Birds_dB/Images/background/Ex871.jpg,1
D:/ML/Databases/Birds_dB/Images/northern_cardinal_adult_male/Ex368.jpg,5
D:/ML/Databases/Birds_dB/Images/background/Ex763.jpg,1
D:/ML/Databases/Birds_dB/Images/squirrel/Ex88.jpg,6
D:/ML/Databases/Birds_dB/Images/house_sparrow_male/Ex258.jpg,4
D:/ML/Databases/Birds_dB/Images/northern_cardinal_adult_male/Ex263.jpg,5
D:/ML/Databases/Birds_dB/Images/background/Ex283.jpg,1
D:/ML/Databases/Birds_dB/Images/house_sparrow_male/Ex122.jpg,4
D:/ML/Databases/Birds_dB/Images/northern_cardinal_adult_male/Ex126.jpg,5
D:/ML/Databases/Birds_dB/Images/northern_cardinal_adult_male/Ex283.jpg,5
D:/ML/Databases/Birds_dB/Images/northern_cardinal_adult_male/Ex319.jpg,5
D:/ML/Databases/Birds_dB/Images/background/Ex452.jpg,1
D:/ML/Databases/Birds_dB/Images/black_capped_chickadee/Ex226.jpg,2
D:/ML/Databases/Birds_dB/Images/house_sparrow_male/Ex5.jpg,4
