/content/drive/My Drive/ML/Databases/Birds_dB/Images/american_goldfinch_breeding_male/Ex63.jpg,0
/content/drive/My Drive/ML/Databases/Birds_dB/Images/northern_cardinal_adult_male/Ex298.jpg,5
/content/drive/My Drive/ML/Databases/Birds_dB/Images/house_sparrow_female_juvenile/Ex87.jpg,3
/content/drive/My Drive/ML/Databases/Birds_dB/Images/northern_cardinal_adult_male/Ex323.jpg,5
/content/drive/My Drive/ML/Databases/Birds_dB/Images/american_goldfinch_breeding_male/Ex25.jpg,0
/content/drive/My Drive/ML/Databases/Birds_dB/Images/squirrel/Ex229.jpg,6
/content/drive/My Drive/ML/Databases/Birds_dB/Images/northern_cardinal_adult_male/Ex13.jpg,5
/content/drive/My Drive/ML/Databases/Birds_dB/Images/black_capped_chickadee/Ex13.jpg,2
/content/drive/My Drive/ML/Databases/Birds_dB/Images/american_goldfinch_breeding_male/Ex142.jpg,0
/content/drive/My Drive/ML/Databases/Birds_dB/Images/northern_cardinal_adult_male/Ex291.jpg,5
/content/drive/My Drive/ML/Databases/Birds_dB/Images/squirrel/Ex3.jpg,6
/content/drive/My Drive/ML/Databases/Birds_dB/Images/house_sparrow_male/Ex439.jpg,4
/content/drive/My Drive/ML/Databases/Birds_dB/Images/house_sparrow_male/Ex322.jpg,4
/content/drive/My Drive/ML/Databases/Birds_dB/Images/house_sparrow_male/Ex345.jpg,4
/content/drive/My Drive/ML/Databases/Birds_dB/Images/house_sparrow_female_juvenile/Ex261.jpg,3
/content/drive/My Drive/ML/Databases/Birds_dB/Images/black_capped_chickadee/Ex150.jpg,2
/content/drive/My Drive/ML/Databases/Birds_dB/Images/background/Ex1569.jpg,1
/content/drive/My Drive/ML/Databases/Birds_dB/Images/house_sparrow_female_juvenile/Ex229.jpg,3
/content/drive/My Drive/ML/Databases/Birds_dB/Images/northern_cardinal_adult_male/Ex191.jpg,5
/content/drive/My Drive/ML/Databases/Birds_dB/Images/house_sparrow_female_juvenile/Ex447.jpg,3
/content/drive/My Drive/ML/Databases/Birds_dB/Images/background/Ex120.jpg,1
/content/drive/My Drive/ML/Databases/Birds_dB/Images/northern_cardinal_adult_male/Ex128.jpg,5
/content/drive/My Drive/ML/Databases/Birds_dB/Images/background/Ex1441.jpg,1
/content/drive/My Drive/ML/Databases/Birds_dB/Images/background/Ex1467.jpg,1
/content/drive/My Drive/ML/Databases/Birds_dB/Images/northern_cardinal_adult_male/Ex234.jpg,5
/content/drive/My Drive/ML/Databases/Birds_dB/Images/background/Ex711.jpg,1
/content/drive/My Drive/ML/Databases/Birds_dB/Images/house_sparrow_female_juvenile/Ex356.jpg,3
/content/drive/My Drive/ML/Databases/Birds_dB/Images/american_goldfinch_breeding_male/Ex253.jpg,0
/content/drive/My Drive/ML/Databases/Birds_dB/Images/house_sparrow_female_juvenile/Ex128.jpg,3
/content/drive/My Drive/ML/Databases/Birds_dB/Images/background/Ex202.jpg,1
/content/drive/My Drive/ML/Databases/Birds_dB/Images/background/Ex1191.jpg,1
/content/drive/My Drive/ML/Databases/Birds_dB/Images/squirrel/Ex234.jpg,6
/content/drive/My Drive/ML/Databases/Birds_dB/Images/northern_cardinal_adult_male/Ex293.jpg,5
/content/drive/My Drive/ML/Databases/Birds_dB/Images/background/Ex935.jpg,1
/content/drive/My Drive/ML/Databases/Birds_dB/Images/house_sparrow_female_juvenile/Ex209.jpg,3
/content/drive/My Drive/ML/Databases/Birds_dB/Images/background/Ex1125.jpg,1
/content/drive/My Drive/ML/Databases/Birds_dB/Images/squirrel/Ex315.jpg,6
/content/drive/My Drive/ML/Databases/Birds_dB/Images/northern_cardinal_adult_male/Ex21.jpg,5
/content/drive/My Drive/ML/Databases/Birds_dB/Images/black_capped_chickadee/Ex129.jpg,2
/content/drive/My Drive/ML/Databases/Birds_dB/Images/black_capped_chickadee/Ex74.jpg,2
